filename,label,duration_s,n_voiced_frames,n_contours,spectral_flatness,contour_jitter_hz,contour_freq_var_hz2,mean_spacing_hz,spacing_cov,rolloff_slope_db_per_hz,energy_above_first_db,energy_spread_db2,persistence_mean,persistence_median,persistence_max,frac_short_contours
Donald_Trump_00001.wav,real,8.96,882,461,0.044661592692136765,14.681013961901826,988.3028172111347,963.0647735825193,0.8120229535492873,-0.005042517301546318,9.845519631692522,160.46223564562152,0.009690065469427104,0.005668934240362812,0.2256235827664399,0.420824295010846
Donald_Trump_00002.wav,real,8.64,860,388,0.047370731830596924,17.202782462723146,1062.187216105198,1183.356250867802,0.7402977957198573,-0.005319929374612591,2.3170693128111544,203.5819895764778,0.008628026852073844,0.004651162790697674,0.10697674418604651,0.520618556701031
Donald_Trump_00003.wav,real,8.74,875,401,0.053337462246418,16.166031189401128,980.6533081527392,1114.242455373216,0.7473225855698241,-0.005313757374053074,6.2743076056886204,208.57348772471403,0.008510153188457428,0.005714285714285714,0.06514285714285714,0.49875311720698257
Donald_Trump_00004.wav,real,9.52,953,413,0.03823850676417351,16.470665258423818,881.7271468120083,1268.2015683503905,0.7395216785255786,-0.0060020135009346285,0.23740129932825302,225.88270863451362,0.007949917299518026,0.005246589716684155,0.08709338929695698,0.48426150121065376
Donald_Trump_00005.wav,real,9.88,983,487,0.054363276809453964,15.127754708253143,1043.6204936753209,1082.9196106133415,0.7966836719409858,-0.005000647444081222,4.893377088392767,181.677805268352,0.008384842110540379,0.00508646998982706,0.12105798575788403,0.38809034907597534
Donald_Trump_00006.wav,real,6.52,653,308,0.04400689899921417,15.638532618894208,1061.1456496485766,1046.9792261391465,0.7947414844714193,-0.004945025066725746,4.939996623168106,179.36515203610065,0.011942881008730932,0.007656967840735069,0.11944869831546708,0.4577922077922078
Donald_Trump_00007.wav,real,9.66,967,519,0.04723184555768967,15.473787349038847,1050.996714915573,1022.5476254698725,0.7887591966161906,-0.005467614431598185,4.832221792043357,186.8970630014464,0.008275001843095766,0.005170630816959669,0.11478800413650465,0.44315992292870904
Donald_Trump_00008.wav,real,9.24,910,398,0.05053403973579407,14.923240508925126,904.5428204382667,1098.4882156868566,0.7535151652730531,-0.005228389661739474,4.6744470665328395,177.32373623500615,0.008782925617096472,0.005494505494505495,0.10659340659340659,0.4798994974874372
Donald_Trump_00009.wav,real,9.88,984,479,0.054072823375463486,16.465535391842263,1220.1831222430285,1091.4953170893823,0.7814293824431402,-0.004606551220757851,2.4620180607995055,182.7940033942092,0.007788499074969873,0.00508130081300813,0.09552845528455285,0.47390396659707723
Donald_Trump_00010.wav,real,7.9,790,363,0.04006418213248253,15.295641311455682,881.3445244305526,1039.2546070410078,0.8118920707390043,-0.004821955345600523,5.1535583193575345,182.74824493474804,0.010356731875719217,0.005063291139240506,0.14303797468354432,0.5041322314049587
Donald_Trump_00011.wav,real,6.04,605,330,0.06592965871095657,16.001844478482607,1223.713590203934,1016.2949277238882,0.8057571080492744,-0.00534810312612568,7.482466377588463,176.71825558818236,0.012707237665915354,0.008264462809917356,0.17355371900826447,0.45151515151515154
Donald_Trump_00012.wav,real,8.72,868,419,0.05450618639588356,15.682387863186676,989.0484652469548,1070.808003434804,0.8026291090458397,-0.0043190709253602315,6.427196758251816,172.55782120544512,0.009453053682786533,0.00576036866359447,0.11290322580645161,0.47494033412887826
Donald_Trump_00013.wav,real,8.18,817,405,0.042719416320323944,18.678309284943712,1617.4064421441303,1005.1664668576102,0.7253441162200442,-0.00502206018456255,-6.9496011317807245,180.72834454566416,0.009704277921332185,0.006119951040391677,0.08812729498164015,0.47160493827160493
Donald_Trump_00014.wav,real,9.9,991,421,0.052423734217882156,17.63338231468135,817.5495441867737,1308.5590326941767,0.7397718017688723,-0.005764075934637476,0.6728813060973228,207.4743247973121,0.007053984674421336,0.004036326942482341,0.055499495459132187,0.505938242280285
Donald_Trump_00015.wav,real,7.76,767,345,0.05003910884261131,16.211099531370238,1247.0653728272493,1155.0240660945858,0.701854917770264,-0.005071958316176206,-7.980623465189032,209.24244595290384,0.009511932430134346,0.00651890482398957,0.11082138200782268,0.4985507246376812
Donald_Trump_00016.wav,real,9.44,922,440,0.060856275260448456,17.414634083849776,1067.1796277087662,1139.1728284441301,0.8004891593707865,-0.005286127534016754,6.060175077467324,175.08144173211144,0.00802110037467955,0.005422993492407809,0.1648590021691974,0.48863636363636365
Donald_Trump_00017.wav,real,7.62,762,326,0.02970234677195549,19.684702882256328,1277.424532370555,1346.4482253373876,0.6567541841795946,-0.0063822536864119855,-1.9561147564295915,254.679618804163,0.00884820379047711,0.006561679790026247,0.06561679790026247,0.4815950920245399
Donald_Trump_00018.wav,real,8.94,894,417,0.04527617245912552,14.99730945548822,715.4220164275877,1161.1608217697224,0.8079543217657191,-0.005465643521918157,3.6313252871228108,198.14506108586485,0.008479122742074796,0.005592841163310962,0.10626398210290827,0.48201438848920863
Donald_Trump_00019.wav,real,9.92,991,484,0.06384550034999847,15.473359006234794,950.3104111757251,1073.4252419359327,0.8046726315685921,-0.005202909630999003,6.466920798776627,186.11192365348026,0.00764733844267832,0.005045408678102927,0.08779011099899092,0.4524793388429752
Donald_Trump_00020.wav,real,6.4,641,302,0.05501064285635948,13.507643471221757,770.2796213505482,1000.6021938770691,0.8132855892357592,-0.005075240463589722,5.273562304569317,169.160304951623,0.013162380799867758,0.0078003120124804995,0.11232449297971919,0.4337748344370861
Donald_Trump_00021.wav,real,8.18,819,368,0.04143570736050606,16.712381131442452,1031.220055900739,1157.310469764681,0.7203310430938404,-0.005907137875327955,0.23350782305794002,221.60310920225825,0.010126347082868822,0.006105006105006105,0.17338217338217338,0.4701086956521739
Donald_Trump_00022.wav,real,8.86,887,411,0.0355636402964592,17.451853120549295,1423.2489169792887,1130.0933312216614,0.7500253760092186,-0.0055336616415665695,-0.23975593464638223,224.71950830608685,0.00942788096237351,0.005636978579481398,0.0935738444193912,0.4282238442822384
Donald_Trump_00023.wav,real,9.98,999,466,0.04623543098568916,16.68325446856867,1124.9689980530118,1119.9410486309664,0.8061224973761785,-0.006062743453940605,2.6716558009374056,218.1907670202119,0.00788771604222248,0.005005005005005005,0.14514514514514515,0.44206008583690987
Donald_Trump_00024.wav,real,9.52,953,472,0.050459302961826324,14.994949989136886,1159.323002856524,1089.1301981117704,0.8010849580229541,-0.005505882697552646,4.769189746818108,202.3985068078225,0.008788037775445961,0.005246589716684155,0.0944386149003148,0.413135593220339
Donald_Trump_00025.wav,real,9.5,945,463,0.04045522212982178,14.060077578159671,880.6463416559252,1005.9720069464599,0.8382035641206536,-0.005744323581190463,4.808266286270321,217.15814350676814,0.008899859439816244,0.005291005291005291,0.16613756613756614,0.42764578833693306
Donald_Trump_00026.wav,real,6.68,669,332,0.03804393485188484,15.034967261358043,859.9675983488019,1004.1322402346943,0.8098258395026918,-0.006036458609809373,3.9988585768547744,201.69428608385513,0.011633979865650946,0.007473841554559043,0.15097159940209268,0.48493975903614456
Donald_Trump_00027.wav,real,9.36,937,480,0.049367476254701614,18.035153037263253,1099.4110914927676,1095.3841274621811,0.7658088969002559,-0.005417787895950367,3.053876613572479,194.4835446120195,0.007759694059053718,0.005336179295624333,0.05549626467449306,0.45625
Donald_Trump_00028.wav,real,7.62,761,336,0.03328927233815193,18.382082093410048,1180.622383791237,1172.6448546764323,0.7138983977780188,-0.005578774721257099,2.4027753921175177,215.436173354027,0.009976691070646393,0.006570302233902759,0.10249671484888305,0.4494047619047619
Donald_Trump_00029.wav,real,8.1,807,404,0.04815884679555893,14.444286117179281,1183.4123332606243,990.789834462414,0.8336484705426901,-0.005246265720889829,7.7967309085619325,188.98761062925027,0.009999141178058325,0.006195786864931847,0.11895910780669144,0.47277227722772275
Donald_Trump_00030.wav,real,7.02,703,318,0.04167774319648743,17.42854804948433,1403.8605767748963,1177.2839871815872,0.7473191287543098,-0.0053695308322528595,1.988214482027697,197.04137789938687,0.011057731018009071,0.007112375533428165,0.12660028449502134,0.46226415094339623
Donald_Trump_00002_LLASA_00001.wav,fake,6.02,595,384,0.06171557679772377,17.128728867456985,1324.4981315869431,914.8755339706624,0.8351961469956529,-0.0029044944396964113,8.552008052517996,133.45812634017864,0.01364670868347339,0.008403361344537815,0.20168067226890757,0.421875
Donald_Trump_00003_LLASA_00001.wav,fake,4.66,467,204,0.024945760145783424,8.985939910751442,572.298951954594,957.8284832566301,0.8613214466602026,-0.003946449921961696,-3.3325646812146674,175.52453264476614,0.026777091993114163,0.01284796573875803,0.6102783725910065,0.3333333333333333
Donald_Trump_00004_LLASA_00001.wav,fake,5.64,565,357,0.04741782695055008,16.55402485628033,1355.4460362263176,1026.2934491822734,0.8591841885673525,-0.003862763862351247,-6.905558485135313,136.68024115146235,0.01488312139014898,0.008849557522123894,0.15398230088495576,0.41456582633053224
Donald_Trump_00005_LLASA_00001.wav,fake,5.44,545,320,0.05020378902554512,15.99450106044576,1032.016362393442,1082.062932167629,0.9453814784036633,-0.004037076087036504,4.971733880457082,164.5617992070998,0.01481077981651376,0.009174311926605505,0.21284403669724772,0.4375
Donald_Trump_00006_LLASA_00001.wav,fake,0.7,70,21,0.018205931410193443,16.97561547044815,1639.2698617482965,1756.3545841628625,0.6591110998349798,-0.002982019884859733,8.737089383382166,237.12033261922608,0.14421768707482996,0.1,0.6428571428571429,0.2857142857142857
Donald_Trump_00007_LLASA_00001.wav,fake,1.88,189,107,0.08910896629095078,17.36182926548056,1616.5554230198595,1070.549739534715,0.736395832741381,-0.0040467320642141105,4.139372201557174,138.88911644400076,0.04361370716510904,0.026455026455026454,0.24338624338624337,0.4392523364485981
Donald_Trump_00008_LLASA_00001.wav,fake,2.2,221,114,0.06744734942913055,13.558918283737007,1034.3157717151325,946.9445871054456,0.8910935032429201,-0.0032685549424568937,-1.1157126661715642,164.02019864414302,0.04143843772326744,0.02262443438914027,0.502262443438914,0.39473684210526316
Donald_Trump_00009_LLASA_00001.wav,fake,6.96,685,418,0.05953030660748482,13.806728572631297,867.7874003198344,1013.2526397797109,0.9537722120817184,-0.0032017593309721926,-6.776045006267876,112.10809948334379,0.013215520553207839,0.0072992700729927005,0.1678832116788321,0.42105263157894735
Donald_Trump_00010_LLASA_00001.wav,fake,3.7,364,208,0.03119714930653572,14.249964964837371,1119.8870038298166,873.4436139148793,0.8543859884747655,-0.003054758133894264,-13.77634891435601,167.43927289134416,0.023906382079459002,0.013736263736263736,0.23076923076923078,0.4519230769230769
Donald_Trump_00011_LLASA_00001.wav,fake,2.84,283,120,0.019549882039427757,10.253560527704712,440.43973420397424,1005.1397462713551,0.833532793919319,-0.008365140892634374,-14.399292719089033,269.2411357583714,0.030212014134275617,0.014134275618374558,0.607773851590106,0.5166666666666667
Donald_Trump_00012_LLASA_00001.wav,fake,3.16,313,174,0.03391718864440918,14.427659774889218,881.3402251515131,892.0407478354863,0.8376695196380135,-0.004200454255463304,-7.3450651841821655,176.76796484447524,0.025926333957621832,0.01597444089456869,0.14057507987220447,0.4482758620689655
Donald_Trump_00014_LLASA_00001.wav,fake,7.94,792,396,0.04438081011176109,15.024421041292527,982.9016100787214,1081.569404663874,0.8245492559523465,-0.004947953374340582,2.4396199719852105,183.6511169732873,0.010796092235486176,0.006313131313131313,0.13636363636363635,0.4090909090909091
Donald_Trump_00015_LLASA_00001.wav,fake,6.78,672,373,0.053047940135002136,15.464970124550359,924.0434307045517,1146.3928275105668,0.8660590812280673,-0.003834939486193779,8.223544216023111,164.1516524279818,0.011597567981616241,0.00744047619047619,0.10714285714285714,0.4718498659517426
Donald_Trump_00016_LLASA_00001.wav,fake,26.52,2270,661,0.0034189836587756872,6.9074878767386325,903.2645731875937,670.2610090934029,0.7247483186001273,-0.004762233635001427,-8.156470293427727,288.24817839918,0.007133098295867294,0.0022026431718061676,0.19383259911894274,0.405446293494705
Donald_Trump_00017_LLASA_00001.wav,fake,2.82,282,95,0.012331708334386349,13.682859450136437,1252.9491645442984,1401.664681761645,0.7550710382140882,-0.005932561892188643,5.0840104261681525,291.92400639415035,0.04262784621127286,0.02127659574468085,0.2978723404255319,0.3473684210526316
Donald_Trump_00018_LLASA_00001.wav,fake,9.24,923,383,0.05649280175566673,12.418885285030337,725.1344721502504,1038.3820747203467,0.927664416196237,-0.003791661137627154,5.041664849740339,186.50915882299552,0.010834236186348862,0.005417118093174431,0.23943661971830985,0.4073107049608355
Donald_Trump_00019_LLASA_00001.wav,fake,6.7,634,368,0.08569150418043137,14.150980240550231,1603.2504147901666,917.2920281714031,0.9711571426150415,-0.0014663216432142182,2.0006314502188265,133.02076105702008,0.016467219860101495,0.00946372239747634,0.15772870662460567,0.3804347826086957
Donald_Trump_00021_LLASA_00001.wav,fake,1.8,181,94,0.038845740258693695,16.934162965136586,1191.6809335424314,1167.9450448983036,0.7897289662715062,-0.004488466023546697,-1.7585813592626987,175.24595816042122,0.042670741742094745,0.027624309392265192,0.292817679558011,0.4148936170212766
Donald_Trump_00022_LLASA_00001.wav,fake,5.8,581,268,0.0416112020611763,11.676632163737231,607.1815625434994,963.5212836708392,0.8012117369764483,-0.005970487450494836,-8.192294981874667,171.21097107812176,0.015034551853469314,0.008605851979345954,0.2082616179001721,0.4216417910447761
Donald_Trump_00023_LLASA_00001.wav,fake,6.54,654,264,0.05396923050284386,16.919295061126878,1384.8428591948802,1403.9859140773278,0.697311863753141,-0.005210918373765632,-1.9652890046636988,179.32441186982146,0.011855944768788805,0.00764525993883792,0.09938837920489296,0.4053030303030303
Donald_Trump_00024_LLASA_00001.wav,fake,5.08,509,286,0.04776778072118759,13.421678907652701,664.5082057240703,983.535236245141,0.8791786825940681,-0.00479200164030622,6.592618935243877,169.55388925300008,0.016404028191847445,0.009823182711198428,0.19842829076620824,0.43356643356643354
Donald_Trump_00025_LLASA_00001.wav,fake,2.84,284,180,0.05883517861366272,17.717935094541108,2106.700066765968,967.5609624274819,0.8929753718694249,-0.0033571246763687275,-2.4731780696667367,135.0937261485091,0.03037949921752738,0.02112676056338028,0.21830985915492956,0.3888888888888889
Donald_Trump_00026_LLASA_00001.wav,fake,32.0,2907,948,0.032212913036346436,4.842323487203581,1186.4168436351583,569.9993400038952,0.9924975666375897,-0.005539808940313968,4.909614808548625,298.99045835241105,0.009089437833020542,0.0020639834881320948,0.9229446164430685,0.3818565400843882
Donald_Trump_00027_LLASA_00001.wav,fake,7.54,733,255,0.034393101930618286,13.045579692930984,724.5992439549332,1116.737636043298,0.7188119800173086,-0.0021393594427942305,15.912432752859257,233.5609087924141,0.013492764090629432,0.0068212824010914054,0.1077762619372442,0.4392156862745098
Donald_Trump_00028_LLASA_00001.wav,fake,7.18,670,238,0.05234824866056442,9.085260330916704,1066.766015129758,905.1588817883553,0.8436701577588757,-0.0029997963743835575,1.6422457162410733,158.67914998537938,0.022319076884485135,0.008955223880597015,0.45671641791044776,0.33613445378151263
Donald_Trump_00029_LLASA_00001.wav,fake,7.08,700,421,0.06356020271778107,13.672049559059424,815.6096204311048,823.9296357043116,0.7875837977576965,-0.003629973466681757,10.71420533855357,144.30089980586408,0.01145571767899559,0.007142857142857143,0.12,0.4418052256532066
Donald_Trump_00030_LLASA_00001.wav,fake,3.86,341,182,0.06288883835077286,14.587353278784537,1323.315991116454,963.9782852363818,0.9423103261980095,-0.002449235084286277,2.1125208175064523,140.4192996943538,0.02866488350359318,0.017595307917888565,0.21114369501466276,0.3901098901098901
Donald_Trump_00031_LLASA_00001.wav,fake,14.86,1356,303,0.04036099091172218,5.760861309657334,510.3144928708442,949.8522489459539,0.9467592494542592,-0.004625960092409643,2.688815392298593,183.39568292134805,0.014554552800412783,0.003687315634218289,0.7426253687315634,0.44884488448844884
Donald_Trump_00032_LLASA_00001.wav,fake,4.92,488,284,0.04505428671836853,17.30367422521142,1267.4274058115109,1062.7897948846344,0.9150024454803007,-0.0034836652278414457,2.3686579582896274,139.35191727710944,0.016480027707226966,0.010245901639344262,0.2766393442622951,0.4612676056338028
Donald_Trump_00033_LLASA_00001.wav,fake,7.22,684,398,0.055568717420101166,14.799609420241895,1154.121717083868,870.5714083464726,0.8311913236933944,-0.004868169055723811,-10.226345691982093,165.45542320098167,0.012155073613682444,0.007309941520467836,0.1608187134502924,0.4371859296482412
